0.000000, 0, 0, 0.219920
0.000000, 0, 1, 0.263862
0.000000, 0, 2, 0.109990
0.000000, 0, 3, 0.000000
0.000000, 0, 4, 1.000000
0.000000, 1, 0, 0.000000
0.000000, 1, 1, 0.219920
0.000000, 1, 3, 0.025740
0.000000, 1, 4, 1.000000
0.000000, 2, 0, -0.270012
0.000000, 2, 1, 0.367576
0.000000, 2, 2, 0.109990
0.000000, 2, 3, 0.025300
0.000000, 3, 0, 0.219920
0.000000, 3, 1, 0.291314
0.000000, 3, 2, 0.142978
0.000000, 3, 3, 0.049499
0.000000, 3, 4, 0.871350

0.010000, 0, 0, 0.241806
0.010000, 0, 1, 0.290064
0.010000, 0, 2, 0.120976
0.010000, 0, 3, 0.000000
0.010000, 0, 4, 1.090000
0.010000, 1, 0, 0.000000
0.010000, 1, 1, 0.241806
0.010000, 1, 3, 0.028314
0.010000, 1, 4, 1.090000
0.010000, 2, 0, -0.296816
0.010000, 2, 1, 0.403837
0.010000, 2, 2, 0.120976
0.010000, 2, 3, 0.027830
0.010000, 3, 0, 0.241806
0.010000, 3, 1, 0.320198
0.010000, 3, 2, 0.157247
0.010000, 3, 3, 0.054448
0.010000, 3, 4, 0.951870

0.020000, 0, 0, 0.265845
0.020000, 0, 1, 0.318827
0.020000, 0, 2, 0.133056
0.020000, 0, 3, 0.000000
0.020000, 0, 4, 1.186050
0.020000, 1, 0, 0.000000
0.020000, 1, 1, 0.265845
0.020000, 1, 3, 0.031145
0.020000, 1, 4, 1.186050
0.020000, 2, 0, -0.326236
0.020000, 2, 1, 0.443562
0.020000, 2, 2, 0.133056
0.020000, 2, 3, 0.030612
0.020000, 3, 0, 0.265845
0.020000, 3, 1, 0.351890
0.020000, 3, 2, 0.172932
0.020000, 3, 3, 0.059891
0.020000, 3, 4, 1.038432

0.030000, 0, 0, 0.292241
0.030000, 0, 1, 0.350385
0.030000, 0, 2, 0.146338
0.030000, 0, 3, 0.000000
0.030000, 0, 4, 1.287970
0.030000, 1, 0, 0.000000
0.030000, 1, 1, 0.292241
0.030000, 1, 3, 0.034259
0.030000, 1, 4, 1.287970
0.030000, 2, 0, -0.358513
0.030000, 2, 1, 0.487045
0.030000, 2, 2, 0.146338
0.030000, 2, 3, 0.033673
0.030000, 3, 0, 0.292241
0.030000, 3, 1, 0.386643
0.030000, 3, 2, 0.190174
0.030000, 3, 3, 0.065878
0.030000, 3, 4, 1.131077

0.040000, 0, 0, 0.321216
0.040000, 0, 1, 0.384994
0.040000, 0, 2, 0.160940
0.040000, 0, 3, 0.000000
0.040000, 0, 4, 1.395402
0.040000, 1, 0, 0.000000
0.040000, 1, 1, 0.321216
0.040000, 1, 3, 0.037685
0.040000, 1, 4, 1.395402
0.040000, 2, 0, -0.393903
0.040000, 2, 1, 0.534594
0.040000, 2, 2, 0.160940
0.040000, 2, 3, 0.037040
0.040000, 3, 0, 0.321216
0.040000, 3, 1, 0.424729
0.040000, 3, 2, 0.209123
0.040000, 3, 3, 0.072463
0.040000, 3, 4, 1.229715

0.050000, 0, 0, 0.353006
0.050000, 0, 1, 0.422922
0.050000, 0, 2, 0.176992
0.050000, 0, 3, 0.000000
0.050000, 0, 4, 1.507771
0.050000, 1, 0, 0.000000
0.050000, 1, 1, 0.353006
0.050000, 1, 3, 0.041452
0.050000, 1, 4, 1.507771
0.050000, 2, 0, -0.432682
0.050000, 2, 1, 0.586526
0.050000, 2, 2, 0.176992
0.050000, 2, 3, 0.040744
0.050000, 3, 0, 0.353006
0.050000, 3, 1, 0.466436
0.050000, 3, 2, 0.229943
0.050000, 3, 3, 0.079705
0.050000, 3, 4, 1.334091

0.060000, 0, 0, 0.387867
0.060000, 0, 1, 0.464458
0.060000, 0, 2, 0.194636
0.060000, 0, 3, 0.000000
0.060000, 0, 4, 1.624271
0.060000, 1, 0, 0.000000
0.060000, 1, 1, 0.387867
0.060000, 1, 3, 0.045597
0.060000, 1, 4, 1.624271
0.060000, 2, 0, -0.475141
0.060000, 2, 1, 0.643161
0.060000, 2, 2, 0.194636
0.060000, 2, 3, 0.044818
0.060000, 3, 0, 0.387867
0.060000, 3, 1, 0.512065
0.060000, 3, 2, 0.252816
0.060000, 3, 3, 0.087671
0.060000, 3, 4, 1.443756

0.070000, 0, 0, 0.426070
0.070000, 0, 1, 0.509902
0.070000, 0, 2, 0.214026
0.070000, 0, 3, 0.000000
0.070000, 0, 4, 1.743846
0.070000, 1, 0, 0.000000
0.070000, 1, 1, 0.426070
0.070000, 1, 3, 0.050156
0.070000, 1, 4, 1.743846
0.070000, 2, 0, -0.521582
0.070000, 2, 1, 0.704817
0.070000, 2, 2, 0.214026
0.070000, 2, 3, 0.049298
0.070000, 3, 0, 0.426070
0.070000, 3, 1, 0.561928
0.070000, 3, 2, 0.277936
0.070000, 3, 3, 0.096431
0.070000, 3, 4, 1.558037

0.080000, 0, 0, 0.467904
0.080000, 0, 1, 0.559566
0.080000, 0, 2, 0.235330
0.080000, 0, 3, 0.000000
0.080000, 0, 4, 1.865200
0.080000, 1, 0, 0.000000
0.080000, 1, 1, 0.467904
0.080000, 1, 3, 0.055170
0.080000, 1, 4, 1.865200
0.080000, 2, 0, -0.572321
0.080000, 2, 1, 0.771797
0.080000, 2, 2, 0.235330
0.080000, 2, 3, 0.054227
0.080000, 3, 0, 0.467904
0.080000, 3, 1, 0.616347
0.080000, 3, 2, 0.305515
0.080000, 3, 3, 0.106065
0.080000, 3, 4, 1.676020

0.090000, 0, 0, 0.513670
0.090000, 0, 1, 0.613771
0.090000, 0, 2, 0.258733
0.090000, 0, 3, 0.000000
0.090000, 0, 4, 1.986830
0.090000, 1, 0, 0.000000
0.090000, 1, 1, 0.513670
0.090000, 1, 3, 0.060685
0.090000, 1, 4, 1.986830
0.090000, 2, 0, -0.627679
0.090000, 2, 1, 0.844379
0.090000, 2, 2, 0.258733
0.090000, 2, 3, 0.059648
0.090000, 3, 0, 0.513670
0.090000, 3, 1, 0.675640
0.090000, 3, 2, 0.335781
0.090000, 3, 3, 0.116660
0.090000, 3, 4, 1.796542

0.100000, 0, 0, 0.563681
0.100000, 0, 1, 0.672836
0.100000, 0, 2, 0.284433
0.100000, 0, 3, 0.000000
0.100000, 0, 4, 2.107083
0.100000, 1, 0, 0.000000
0.100000, 1, 1, 0.563681
0.100000, 1, 3, 0.066752
0.100000, 1, 4, 2.107083
0.100000, 2, 0, -0.687974
0.100000, 2, 1, 0.922797
0.100000, 2, 2, 0.284433
0.100000, 2, 3, 0.065611
0.100000, 3, 0, 0.563681
0.100000, 3, 1, 0.740120
0.100000, 3, 2, 0.368981
0.100000, 3, 3, 0.128310
0.100000, 3, 4, 1.918211

0.110000, 0, 0, 0.618258
0.110000, 0, 1, 0.737073
0.110000, 0, 2, 0.312647
0.110000, 0, 3, 0.000000
0.110000, 0, 4, 2.224241
0.110000, 1, 0, 0.000000
0.110000, 1, 1, 0.618258
0.110000, 1, 3, 0.073424
0.110000, 1, 4, 2.224241
0.110000, 2, 0, -0.753515
0.110000, 2, 1, 1.007218
0.110000, 2, 2, 0.312647
0.110000, 2, 3, 0.072169
0.110000, 3, 0, 0.618258
0.110000, 3, 1, 0.810078
0.110000, 3, 2, 0.405377
0.110000, 3, 3, 0.141120
0.110000, 3, 4, 2.039451

0.120000, 0, 0, 0.677721
0.120000, 0, 1, 0.806776
0.120000, 0, 2, 0.343606
0.120000, 0, 3, 0.000000
0.120000, 0, 4, 2.336627
0.120000, 1, 0, 0.000000
0.120000, 1, 1, 0.677721
0.120000, 1, 3, 0.080762
0.120000, 1, 4, 2.336627
0.120000, 2, 0, -0.824588
0.120000, 2, 1, 1.097722
0.120000, 2, 2, 0.343606
0.120000, 2, 3, 0.079382
0.120000, 3, 0, 0.677721
0.120000, 3, 1, 0.885770
0.120000, 3, 2, 0.445248
0.120000, 3, 3, 0.155204
0.120000, 3, 4, 2.158568

0.130000, 0, 0, 0.742380
0.130000, 0, 1, 0.882203
0.130000, 0, 2, 0.377560
0.130000, 0, 3, 0.000000
0.130000, 0, 4, 2.442714
0.130000, 1, 0, 0.000000
0.130000, 1, 1, 0.742380
0.130000, 1, 3, 0.088833
0.130000, 1, 4, 2.442714
0.130000, 2, 0, -0.901440
0.130000, 2, 1, 1.194267
0.130000, 2, 2, 0.377560
0.130000, 2, 3, 0.087316
0.130000, 3, 0, 0.742380
0.130000, 3, 1, 0.967397
0.130000, 3, 2, 0.488890
0.130000, 3, 3, 0.170687
0.130000, 3, 4, 2.273848

0.140000, 0, 0, 0.812527
0.140000, 0, 1, 0.963557
0.140000, 0, 2, 0.414778
0.140000, 0, 3, 0.000000
0.140000, 0, 4, 2.541232
0.140000, 1, 0, 0.000000
0.140000, 1, 1, 0.812527
0.140000, 1, 3, 0.097710
0.140000, 1, 4, 2.541232
0.140000, 2, 0, -0.984259
0.140000, 2, 1, 1.296660
0.140000, 2, 2, 0.414778
0.140000, 2, 3, 0.096041
0.140000, 3, 0, 0.812527
0.140000, 3, 1, 1.055083
0.140000, 3, 2, 0.536611
0.140000, 3, 3, 0.187706
0.140000, 3, 4, 2.383666

0.150000, 0, 0, 0.888415
0.150000, 0, 1, 1.050967
0.150000, 0, 2, 0.455543
0.150000, 0, 3, 0.000000
0.150000, 0, 4, 2.631246
0.150000, 1, 0, 0.000000
0.150000, 1, 1, 0.888415
0.150000, 1, 3, 0.107471
0.150000, 1, 4, 2.631246
